0.0,0
Partitions assigned: [TopicPartition{topic=delivery_events_v6_topic,partition=0,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=1,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=2,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=3,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=4,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=5,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=6,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=7,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=8,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=9,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=10,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=11,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=12,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=13,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=14,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v6_topic,partition=15,offset=-1001,error=None}]
11.623802661895752,8623
12.650574684143066,17246
13.591208934783936,25868
14.563379764556885,34489
15.551351547241211,43139
16.359077215194702,52330
17.187248945236206,61521
18.088963508605957,70711
18.82567071914673,79900
19.66342544555664,89088
20.44550371170044,98305
21.19619846343994,120639
22.019678592681885,143134
22.83592939376831,165629
23.703538179397583,188123
24.471173524856567,210616
25.291588068008423,233108
26.118472576141357,255599
26.937714099884033,278089
27.7427237033844,300578
28.585589170455933,323066
29.401407957077026,345553
30.127450704574585,368039
30.89651870727539,390524
31.548166036605835,413008
32.373682737350464,435491
33.073203563690186,457973
33.811861515045166,480454
34.609111070632935,502934
35.433308124542236,525443
36.22440457344055,532552
37.04269027709961,539661
37.76211667060852,546769
38.47036170959473,553906
39.22354507446289,564422
40.02769613265991,575316
40.83152532577515,583953
41.54278755187988,592590
42.26079511642456,601226
43.096744537353516,609861
43.790454387664795,618525
44.51003670692444,627907
45.337507247924805,637289
46.15952014923096,646670
47.00335645675659,656050
47.77934956550598,665459
48.64136981964111,691219
49.454458475112915,717742
50.19438433647156,744315
50.895843744277954,771571
51.72084164619446,798827
52.53262901306152,826083
53.34386682510376,853420
54.17278170585632,880757
54.825785636901855,908115
55.572630405426025,916002
56.28722286224365,923889
57.11256408691406,931775
58.039790391922,939690
58.842103719711304,949053
59.579506158828735,958416
60.38183808326721,967778
61.103641986846924,977139
61.81933665275574,986499
62.63748860359192,995888
63.221553325653076,1007313
63.93874001502991,1018901
64.71256995201111,1030489
65.54699850082397,1042076
66.35047626495361,1053662
67.18407583236694,1065277
67.99258136749268,1090053
68.80116891860962,1114829
69.63092160224915,1140263
70.46139645576477,1165697
71.19624328613281,1191206
71.98886919021606,1216715
73.20962262153625,1242245
73.84633564949036,1257457
74.64230680465698,1272830
75.47385597229004,1288203
76.27972841262817,1303575
76.95408272743225,1318946
77.82424354553223,1334316
78.42393326759338,1349685
79.36655068397522,1365053
80.28720593452454,1380420
81.19836521148682,1395786
82.04092478752136,1411151
83.1674337387085,1426545
84.2914719581604,1447662
85.08933901786804,1468779
85.9134213924408,1490554
86.54290080070496,1512329
87.23228931427002,1534185
87.98873353004456,1556041
88.78314304351807,1577918
89.56625986099243,1586603
90.3054587841034,1595259
91.2775616645813,1603915
