0.0,0
Partitions assigned: [TopicPartition{topic=delivery_events_v7_topic,partition=0,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=1,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=2,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=3,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=4,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=5,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=6,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=7,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=8,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=9,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=10,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=11,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=12,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=13,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=14,offset=-1001,error=None}, TopicPartition{topic=delivery_events_v7_topic,partition=15,offset=-1001,error=None}]
310,24.43459963798523,6973180
2786,51.45913910865784,55664281
2042,73.18126821517944,91483695
2738,97.16805243492126,135689718
1813,115.47582077980042,168899902
1987,138.81955003738403,203268898
1283,158.68695163726807,228559034
1193,176.40708565711975,248870254
471,195.24421048164368,261243311
501,208.14397072792053,274282219
92,221.55865502357483,284309979
212,234.29813647270203,295441922
205,243.59602212905884,303494214
198,252.78989148139954,310449725
44,263.624187707901,316418645
44,273.37378215789795,322386308
65,284.5331594944,331199793
127,293.651079416275,337525136
44,304.29669523239136,343493973
65,315.3557622432709,352309308
104,328.56582283973694,361144919
64,342.701536655426,369826485
44,350.80953764915466,375793647
253,360.8218538761139,385319584
511,370.832227230072,393859890
74,372.03174114227295,394713059
